MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Fluggäste,insgesamt,2011,201109,3570607,3486425,4.37,2.41,3110596
Fluggäste,insgesamt,2011,201110,3423441,3396114,-4.12,0.8,3112873
Fluggäste,insgesamt,2011,201111,2995212,2847057,-12.51,5.2,3125220
Fluggäste,insgesamt,2011,201112,2788162,2527096,-6.91,10.33,3146975
Fluggäste,insgesamt,2010,Summe,34721605,32681067,,6.24,
Fluggäste,insgesamt,2010,201001,2148380,2170243,-9.65,-1.01,2721600
Fluggäste,insgesamt,2010,201002,2167759,2212914,0.9,-2.04,2717837
Fluggäste,insgesamt,2010,201003,2874545,2581634,32.6,11.35,2742247
Fluggäste,insgesamt,2010,201004,2338597,2720888,-18.64,-14.05,2710389
Fluggäste,insgesamt,2010,201005,3074830,2846193,31.48,8.03,2729442
Fluggäste,insgesamt,2010,201006,3214179,2874099,4.53,11.83,2757782
Fluggäste,insgesamt,2010,201007,3378217,3041373,5.1,11.08,2785853
Fluggäste,insgesamt,2010,201008,3268406,3034535,-3.25,7.71,2805342
Fluggäste,insgesamt,2010,201009,3486425,3138118,6.67,11.1,2834367
Fluggäste,insgesamt,2010,201010,3396114,3113868,-2.59,9.06,2857888
Fluggäste,insgesamt,2010,201011,2847057,2569264,-16.17,10.81,2881037
Fluggäste,insgesamt,2010,201012,2527096,2377938,-11.24,6.27,2893467
Fluggäste,insgesamt,2009,Summe,32681067,34530593,,-5.36,
Fluggäste,insgesamt,2009,200901,2170243,2398856,-4.88,-9.53,2858498
Fluggäste,insgesamt,2009,200902,2212914,2510370,1.97,-11.85,2833710
Fluggäste,insgesamt,2009,200903,2581634,2791829,16.66,-7.53,2816194
Fluggäste,insgesamt,2009,200904,2720888,2977909,5.39,-8.63,2794776
Fluggäste,insgesamt,2009,200905,2846193,3159662,4.61,-9.92,2768653
Fluggäste,insgesamt,2009,200906,2874099,3166260,0.98,-9.23,2744307
Fluggäste,insgesamt,2009,200907,3041373,3174226,5.82,-4.19,2733235
Fluggäste,insgesamt,2009,200908,3034535,3131061,-0.22,-3.08,2725192
Fluggäste,insgesamt,2009,200909,3138118,3253823,3.41,-3.56,2715550
Fluggäste,insgesamt,2009,200910,3113868,3111568,-0.77,0.07,2715741
Fluggäste,insgesamt,2009,200911,2569264,2573493,-17.49,-0.16,2715389
Fluggäste,insgesamt,2009,200912,2377938,2281536,-7.45,4.23,2723422
Fluggäste,insgesamt,2008,Summe,34530593,33959422,,1.68,
Fluggäste,insgesamt,2008,200801,2398856,2210337,-2.47,8.53,2845662
Fluggäste,insgesamt,2008,200802,2510370,2259971,4.65,11.08,2866528
Fluggäste,insgesamt,2008,200803,2791829,2759502,11.21,1.17,2869222
Fluggäste,insgesamt,2008,200804,2977909,2826310,6.67,5.36,2881856
Fluggäste,insgesamt,2008,200805,3159662,2942490,6.1,7.38,2899953
Fluggäste,insgesamt,2008,200806,3166260,3037088,0.21,4.25,2910718
Fluggäste,insgesamt,2008,200807,3174226,3176902,0.25,-0.08,2910495
Fluggäste,insgesamt,2008,200808,3131061,3170857,-1.36,-1.26,2907178
Fluggäste,insgesamt,2008,200809,3253823,3233280,3.92,0.64,2908890
Fluggäste,insgesamt,2008,200810,3111568,3168778,-4.37,-1.81,2904123
Fluggäste,insgesamt,2008,200811,2573493,2714286,-17.29,-5.19,2892390
Fluggäste,insgesamt,2008,200812,2281536,2459621,-11.34,-7.24,2877549
Fluggäste,insgesamt,2007,Summe,33959422,30757978,,10.41,
Fluggäste,insgesamt,2007,200701,2210337,2030485,-3.07,8.86,2578153
Fluggäste,insgesamt,2007,200702,2259971,2014331,2.25,12.19,2598623
Fluggäste,insgesamt,2007,200703,2759502,2437828,22.1,13.2,2625429
Fluggäste,insgesamt,2007,200704,2826310,2543940,2.42,11.1,2648960
Fluggäste,insgesamt,2007,200705,2942490,2713446,4.11,8.44,2668047
Fluggäste,insgesamt,2007,200706,3037088,2772496,3.21,9.54,2690096
Fluggäste,insgesamt,2007,200707,3176902,2844383,4.6,11.69,2717806
Fluggäste,insgesamt,2007,200708,3170857,2814382,-0.19,12.67,2747512
Fluggäste,insgesamt,2007,200709,3233280,3020371,1.97,7.05,2765254
Fluggäste,insgesamt,2007,200710,3168778,2815990,-1.99,12.53,2794653
Fluggäste,insgesamt,2007,200711,2714286,2470030,-14.34,9.89,2815008
Fluggäste,insgesamt,2007,200712,2459621,2280296,-9.38,7.86,2829952
Fluggäste,insgesamt,2006,Summe,30757978,28619427,,7.47,
Fluggäste,insgesamt,2006,200601,2030485,1838981,-1.27,10.41,2400911
Fluggäste,insgesamt,2006,200602,2014331,1876250,-0.8,7.36,2412418
Fluggäste,insgesamt,2006,200603,2437828,2255542,21.02,8.08,2427608
Fluggäste,insgesamt,2006,200604,2543940,2404237,4.35,5.81,2439250
Fluggäste,insgesamt,2006,200605,2713446,2500276,6.66,8.53,2457014
Fluggäste,insgesamt,2006,200606,2772496,2594622,2.18,6.86,2471837
Fluggäste,insgesamt,2006,200607,2844383,2650946,2.59,7.3,2487957
Fluggäste,insgesamt,2006,200608,2814382,2678601,-1.05,5.07,2499272
Fluggäste,insgesamt,2006,200609,3020371,2871074,7.32,5.2,2511713
Fluggäste,insgesamt,2006,200610,2815990,2630563,-6.77,7.05,2527166
Fluggäste,insgesamt,2006,200611,2470030,2261701,-12.29,9.21,2544526
Fluggäste,insgesamt,2006,200612,2280296,2056634,-7.68,10.88,2563165
Fluggäste,insgesamt,2005,Summe,28619427,26814505,,6.73,
Fluggäste,insgesamt,2005,200501,1838981,1732111,-1.55,6.17,2243448
Fluggäste,insgesamt,2005,200502,1876250,1844722,2.03,1.71,2246075
Fluggäste,insgesamt,2005,200503,2255542,2163879,20.22,4.24,2253714
Fluggäste,insgesamt,2005,200504,2404237,2173262,6.59,10.63,2272962
Fluggäste,insgesamt,2005,200505,2500276,2331494,3.99,7.24,2287027
Fluggäste,insgesamt,2005,200506,2594622,2352474,3.77,10.29,2307206
Fluggäste,insgesamt,2005,200507,2650946,2448439,2.17,8.27,2324082
Fluggäste,insgesamt,2005,200508,2678601,2518589,1.04,6.35,2337416
Fluggäste,insgesamt,2005,200509,2871074,2711969,7.19,5.87,2350675
Fluggäste,insgesamt,2005,200510,2630563,2525060,-8.38,4.18,2359467
Fluggäste,insgesamt,2005,200511,2261701,2144643,-14.02,5.46,2369221
Fluggäste,insgesamt,2005,200512,2056634,1867863,-9.07,10.11,2384952
Fluggäste,insgesamt,2004,Summe,26814505,24193304,,10.83,
Fluggäste,insgesamt,2004,200401,1732111,1745257,-1.4,-0.75,2015013
Fluggäste,insgesamt,2004,200402,1844722,1753316,6.5,5.21,2022630
Fluggäste,insgesamt,2004,200403,2163879,1984232,17.3,9.05,2037601
Fluggäste,insgesamt,2004,200404,2173262,1930576,0.43,12.57,2057825
Fluggäste,insgesamt,2004,200405,2331494,2024506,7.28,15.16,2083407
Fluggäste,insgesamt,2004,200406,2352474,2138665,0.9,10,2101225
Fluggäste,insgesamt,2004,200407,2448439,2139157,4.08,14.46,2126998
Fluggäste,insgesamt,2004,200408,2518589,2201730,2.87,14.39,2153403
Fluggäste,insgesamt,2004,200409,2711969,2301479,7.68,17.84,2187610
Fluggäste,insgesamt,2004,200410,2525060,2238929,-6.89,12.78,2211455
Fluggäste,insgesamt,2004,200411,2144643,1978759,-15.07,8.38,2225278
Fluggäste,insgesamt,2004,200412,1867863,1756698,-12.91,6.33,2234542
Fluggäste,insgesamt,2003,Summe,24193304,23163720,,4.44,
Fluggäste,insgesamt,2003,200301,1745257,1482151,2.67,17.75,1952236
Fluggäste,insgesamt,2003,200302,1753316,1577298,0.46,11.16,1966904
Fluggäste,insgesamt,2003,200303,1984232,1881762,13.17,5.45,1975443
Fluggäste,insgesamt,2003,200304,1930576,1892725,-2.7,2,1978597
Fluggäste,insgesamt,2003,200305,2024506,1985886,4.87,1.94,1981815
Fluggäste,insgesamt,2003,200306,2138665,2020263,5.64,5.86,1991682
Fluggäste,insgesamt,2003,200307,2139157,2055303,0.02,4.08,1998670
Fluggäste,insgesamt,2003,200308,2201730,2198386,2.93,0.15,1998949
Fluggäste,insgesamt,2003,200309,2301479,2295420,4.53,0.26,1999454
Fluggäste,insgesamt,2003,200310,2238929,2174020,-2.72,2.99,2004863
Fluggäste,insgesamt,2003,200311,1978759,1900701,-11.62,4.11,2011368
Fluggäste,insgesamt,2003,200312,1756698,1699805,-11.22,3.35,2016109
Fluggäste,insgesamt,2002,Summe,23163720,23646900,,-2.04,
Fluggäste,insgesamt,2002,200201,1482151,1641586,2.72,-9.71,1957289
Fluggäste,insgesamt,2002,200202,1577298,1655426,6.42,-4.72,1950778
Fluggäste,insgesamt,2002,200203,1881762,2027491,19.3,-7.19,1938634
Fluggäste,insgesamt,2002,200204,1892725,2097002,0.58,-9.74,1921611
Fluggäste,insgesamt,2002,200205,1985886,2110219,4.92,-5.89,1911250
Fluggäste,insgesamt,2002,200206,2020263,2198782,1.73,-8.12,1896373
Fluggäste,insgesamt,2002,200207,2055303,2275928,1.73,-9.69,1877988
Fluggäste,insgesamt,2002,200208,2198386,2331060,6.96,-5.69,1866932
Fluggäste,insgesamt,2002,200209,2295420,2223977,4.41,3.21,1872885
Fluggäste,insgesamt,2002,200210,2174020,1964528,-5.29,10.66,1890343
Fluggäste,insgesamt,2002,200211,1900701,1677973,-12.57,13.27,1908904
Fluggäste,insgesamt,2002,200212,1699805,1442928,-10.57,17.8,1930310
Fluggäste,insgesamt,2001,Summe,23646900,23125872,,2.25,
Fluggäste,insgesamt,2001,200101,1641586,1444079,0.14,13.68,1943615
Fluggäste,insgesamt,2001,200102,1655426,1589863,0.84,4.12,1949079
Fluggäste,insgesamt,2001,200103,2027491,1872925,22.48,8.25,1961959
Fluggäste,insgesamt,2001,200104,2097002,1866693,3.43,12.34,1981151
Fluggäste,insgesamt,2001,200105,2110219,2041183,0.63,3.38,1986904
Fluggäste,insgesamt,2001,200106,2198782,2059873,4.2,6.74,1998480
Fluggäste,insgesamt,2001,200107,2275928,2102177,3.51,8.27,2012959
Fluggäste,insgesamt,2001,200108,2331060,2181185,2.42,6.87,2025449
Fluggäste,insgesamt,2001,200109,2223977,2305803,-4.59,-3.55,2018630
Fluggäste,insgesamt,2001,200110,1964528,2136001,-11.67,-8.03,2004341
Fluggäste,insgesamt,2001,200111,1677973,1886728,-14.59,-11.06,1986945
Fluggäste,insgesamt,2001,200112,1442928,1639362,-14.01,-11.98,1970575
Fluggäste,insgesamt,2000,Summe,23125872,,,,
Fluggäste,insgesamt,2000,200001,1444079,,,,1444079
Fluggäste,insgesamt,2000,200002,1589863,,10.1,,1516971
Fluggäste,insgesamt,2000,200003,1872925,,17.8,,1635622
Fluggäste,insgesamt,2000,200004,1866693,,-0.33,,1693390
Fluggäste,insgesamt,2000,200005,2041183,,9.35,,1762949
Fluggäste,insgesamt,2000,200006,2059873,,0.92,,1812436
Fluggäste,insgesamt,2000,200007,2102177,,2.05,,1853828
Fluggäste,insgesamt,2000,200008,2181185,,3.76,,1894747
Fluggäste,insgesamt,2000,200009,2305803,,5.71,,1940420
Fluggäste,insgesamt,2000,200010,2136001,,-7.36,,1959978
Fluggäste,insgesamt,2000,200011,1886728,,-11.67,,1953319
Fluggäste,insgesamt,2000,200012,1639362,,-13.11,,1927156
Fluggäste,Transit,2021,Summe,8917,11969,,-25.5,
Fluggäste,Transit,2021,202101,1937,1128,21.37,71.72,1065
Fluggäste,Transit,2021,202102,1134,1955,-41.46,-41.99,996
Fluggäste,Transit,2021,202103,1348,2250,18.87,-40.09,921
Fluggäste,Transit,2021,202104,2368,18,75.67,13055.56,1117
Fluggäste,Transit,2021,202105,2130,44,-10.05,4740.91,1291
Fluggäste,Transit,2021,202106,,429,,,
Fluggäste,Transit,2021,202107,,511,,,
Fluggäste,Transit,2021,202108,,514,,,
Fluggäste,Transit,2021,202109,,1245,,,
Fluggäste,Transit,2021,202110,,975,,,
Fluggäste,Transit,2021,202111,,1304,,,
Fluggäste,Transit,2021,202112,,1596,,,
Fluggäste,Transit,2020,Summe,11969,35552,,-66.33,
Fluggäste,Transit,2020,202001,1128,2764,-26.08,-59.19,2826
Fluggäste,Transit,2020,202002,1955,1900,73.32,2.89,2831
Fluggäste,Transit,2020,202003,2250,10965,15.09,-79.48,2105
Fluggäste,Transit,2020,202004,18,4015,-99.2,-99.55,1772
Fluggäste,Transit,2020,202005,44,2188,144.44,-97.99,1593
Fluggäste,Transit,2020,202006,429,2437,875,-82.4,1426
Fluggäste,Transit,2020,202007,511,1371,19.11,-62.73,1354
Fluggäste,Transit,2020,202008,514,2905,0.59,-82.31,1155
Fluggäste,Transit,2020,202009,1245,2089,142.22,-40.4,1084
Fluggäste,Transit,2020,202010,975,1572,-21.69,-37.98,1035
Fluggäste,Transit,2020,202011,1304,1820,33.74,-28.35,992
Fluggäste,Transit,2020,202012,1596,1526,22.39,4.59,997
Fluggäste,Transit,2019,Summe,35552,31110,,14.28,
Fluggäste,Transit,2019,201901,2764,3280,-2.33,-15.73,2550
Fluggäste,Transit,2019,201902,1900,2889,-31.26,-34.23,2467
Fluggäste,Transit,2019,201903,10965,3306,477.11,231.67,3105
Fluggäste,Transit,2019,201904,4015,2473,-63.38,62.35,3234
Fluggäste,Transit,2019,201905,2188,3972,-45.5,-44.91,3085
Fluggäste,Transit,2019,201906,2437,2177,11.38,11.94,3107
Fluggäste,Transit,2019,201907,1371,1852,-43.74,-25.97,3067
Fluggäste,Transit,2019,201908,2905,2420,111.89,20.04,3107
Fluggäste,Transit,2019,201909,2089,2408,-28.09,-13.25,3081
Fluggäste,Transit,2019,201910,1572,2008,-24.75,-21.71,3044
Fluggäste,Transit,2019,201911,1820,1495,15.78,21.74,3071
Fluggäste,Transit,2019,201912,1526,2830,-16.15,-46.08,2963
Fluggäste,Transit,2018,Summe,31110,30978,,0.43,
Fluggäste,Transit,2018,201801,3280,1764,35.31,85.94,2708
Fluggäste,Transit,2018,201802,2889,1735,-11.92,66.51,2804
Fluggäste,Transit,2018,201803,3306,2105,14.43,57.05,2904
Fluggäste,Transit,2018,201804,2473,2915,-25.2,-15.16,2867
Fluggäste,Transit,2018,201805,3972,2209,60.61,79.81,3014
Fluggäste,Transit,2018,201806,2177,2818,-45.19,-22.75,2961
Fluggäste,Transit,2018,201807,1852,2967,-14.93,-37.58,2868
Fluggäste,Transit,2018,201808,2420,5449,30.67,-55.59,2615
Fluggäste,Transit,2018,201809,2408,3213,-0.5,-25.05,2548
Fluggäste,Transit,2018,201810,2008,1866,-16.61,7.61,2560
Fluggäste,Transit,2018,201811,1495,1513,-25.55,-1.19,2559
Fluggäste,Transit,2018,201812,2830,2424,89.3,16.75,2593
Fluggäste,Transit,2017,Summe,30978,88481,,-64.99,
Fluggäste,Transit,2017,201701,1764,11065,42.37,-84.06,6598
Fluggäste,Transit,2017,201702,1735,8419,-1.64,-79.39,6041
Fluggäste,Transit,2017,201703,2105,8615,21.33,-75.57,5499
Fluggäste,Transit,2017,201704,2915,5998,38.48,-51.4,5242
Fluggäste,Transit,2017,201705,2209,7849,-24.22,-71.86,4772
Fluggäste,Transit,2017,201706,2818,9447,27.57,-70.17,4220
Fluggäste,Transit,2017,201707,2967,10083,5.29,-70.57,3627
Fluggäste,Transit,2017,201708,5449,9354,83.65,-41.75,3301
Fluggäste,Transit,2017,201709,3213,7607,-41.04,-57.76,2935
Fluggäste,Transit,2017,201710,1866,6803,-41.92,-72.57,2524
Fluggäste,Transit,2017,201711,1513,2002,-18.92,-24.43,2483
Fluggäste,Transit,2017,201712,2424,1239,60.21,95.64,2582
Fluggäste,Transit,2016,Summe,88481,108454,,-18.42,
Fluggäste,Transit,2016,201601,11065,9588,36.77,15.4,9161
Fluggäste,Transit,2016,201602,8419,7002,-23.91,20.24,9279
Fluggäste,Transit,2016,201603,8615,7644,2.33,12.7,9360
Fluggäste,Transit,2016,201604,5998,9145,-30.38,-34.41,9098
Fluggäste,Transit,2016,201605,7849,8750,30.86,-10.3,9023
Fluggäste,Transit,2016,201606,9447,9293,20.36,1.66,9035
Fluggäste,Transit,2016,201607,10083,12389,6.73,-18.61,8843
Fluggäste,Transit,2016,201608,9354,10912,-7.23,-14.28,8713
Fluggäste,Transit,2016,201609,7607,9781,-18.68,-22.23,8532
Fluggäste,Transit,2016,201610,6803,8709,-10.57,-21.89,8373
Fluggäste,Transit,2016,201611,2002,7151,-70.57,-72,7944
Fluggäste,Transit,2016,201612,1239,8090,-38.11,-84.68,7373
Fluggäste,Transit,2015,Summe,108454,107490,,0.9,
Fluggäste,Transit,2015,201501,9588,10326,9.74,-7.15,8896
Fluggäste,Transit,2015,201502,7002,8003,-26.97,-12.51,8813
Fluggäste,Transit,2015,201503,7644,8218,9.17,-6.98,8765
Fluggäste,Transit,2015,201504,9145,8782,19.64,4.13,8795
Fluggäste,Transit,2015,201505,8750,8842,-4.32,-1.04,8787
Fluggäste,Transit,2015,201506,9293,9813,6.21,-5.3,8744
Fluggäste,Transit,2015,201507,12389,12086,33.32,2.51,8769
Fluggäste,Transit,2015,201508,10912,9196,-11.92,18.66,8912
Fluggäste,Transit,2015,201509,9781,9206,-10.36,6.25,8960
Fluggäste,Transit,2015,201510,8709,7604,-10.96,14.53,9052
Fluggäste,Transit,2015,201511,7151,6677,-17.89,7.1,9092
Fluggäste,Transit,2015,201512,8090,8737,13.13,-7.41,9038
Fluggäste,Transit,2014,Summe,107490,118497,,-9.29,
Fluggäste,Transit,2014,201401,10326,12891,1.2,-19.9,9661
Fluggäste,Transit,2014,201402,8003,10653,-22.5,-24.88,9440
Fluggäste,Transit,2014,201403,8218,11574,2.69,-29,9161
Fluggäste,Transit,2014,201404,8782,9429,6.86,-6.86,9107
Fluggäste,Transit,2014,201405,8842,9470,0.68,-6.63,9054
Fluggäste,Transit,2014,201406,9813,7611,10.98,28.93,9238
Fluggäste,Transit,2014,201407,12086,9584,23.16,26.11,9446
Fluggäste,Transit,2014,201408,9196,11312,-23.91,-18.71,9270
Fluggäste,Transit,2014,201409,9206,9043,0.11,1.8,9284
Fluggäste,Transit,2014,201410,7604,8437,-17.4,-9.87,9214
Fluggäste,Transit,2014,201411,6677,8289,-12.19,-19.45,9080
Fluggäste,Transit,2014,201412,8737,10204,30.85,-14.38,8958
Fluggäste,Transit,2013,Summe,118497,143423,,-17.38,
Fluggäste,Transit,2013,201301,12891,12552,1.55,2.7,11980
Fluggäste,Transit,2013,201302,10653,11060,-17.36,-3.68,11946
Fluggäste,Transit,2013,201303,11574,12140,8.65,-4.66,11899
Fluggäste,Transit,2013,201304,9429,10759,-18.53,-12.36,11788
Fluggäste,Transit,2013,201305,9470,10737,0.43,-11.8,11683
Fluggäste,Transit,2013,201306,7611,13899,-19.63,-45.24,11159
Fluggäste,Transit,2013,201307,9584,13310,25.92,-27.99,10848
Fluggäste,Transit,2013,201308,11312,14993,18.03,-24.55,10541
Fluggäste,Transit,2013,201309,9043,12673,-20.06,-28.64,10239
Fluggäste,Transit,2013,201310,8437,9594,-6.7,-12.06,10143
Fluggäste,Transit,2013,201311,8289,9012,-1.75,-8.02,10082
Fluggäste,Transit,2013,201312,10204,12694,23.1,-19.62,9875
Fluggäste,Transit,2012,Summe,143423,129487,,10.76,
Fluggäste,Transit,2012,201201,12552,14421,3.27,-12.96,10635
Fluggäste,Transit,2012,201202,11060,10671,-11.89,3.65,10667
Fluggäste,Transit,2012,201203,12140,8041,9.76,50.98,11009
Fluggäste,Transit,2012,201204,10759,9351,-11.38,15.06,11126
Fluggäste,Transit,2012,201205,10737,11521,-0.2,-6.8,11061
Fluggäste,Transit,2012,201206,13899,11666,29.45,19.14,11247
Fluggäste,Transit,2012,201207,13310,10703,-4.24,24.36,11464
Fluggäste,Transit,2012,201208,14993,12947,12.64,15.8,11635
Fluggäste,Transit,2012,201209,12673,11394,-15.47,11.23,11741
Fluggäste,Transit,2012,201210,9594,7925,-24.3,21.06,11880
Fluggäste,Transit,2012,201211,9012,8692,-6.07,3.68,11907
Fluggäste,Transit,2012,201212,12694,12155,40.86,4.43,11952
Fluggäste,Transit,2011,Summe,129487,122971,,5.3,
Fluggäste,Transit,2011,201101,14421,4321,-10.65,233.74,11089
Fluggäste,Transit,2011,201102,10671,4998,-26,113.51,11562
Fluggäste,Transit,2011,201103,8041,6362,-24.65,26.39,11702
Fluggäste,Transit,2011,201104,9351,9701,16.29,-3.61,11673
Fluggäste,Transit,2011,201105,11521,11631,23.21,-0.95,11664
Fluggäste,Transit,2011,201106,11666,10148,1.26,14.96,11790
Fluggäste,Transit,2011,201107,10703,13260,-8.25,-19.28,11577
Fluggäste,Transit,2011,201108,12947,14610,20.97,-11.38,11438
Fluggäste,Transit,2011,201109,11394,13669,-12,-16.64,11249
Fluggäste,Transit,2011,201110,7925,10480,-30.45,-24.38,11036
Fluggäste,Transit,2011,201111,8692,7652,9.68,13.59,11123
Fluggäste,Transit,2011,201112,12155,16139,39.84,-24.69,10791
Fluggäste,Transit,2010,Summe,122971,52276,,135.23,
Fluggäste,Transit,2010,201001,4321,3284,29.8,31.58,4443
Fluggäste,Transit,2010,201002,4998,2761,15.67,81.02,4629
Fluggäste,Transit,2010,201003,6362,2945,27.29,116.03,4914
Fluggäste,Transit,2010,201004,9701,2747,52.48,253.15,5493
Fluggäste,Transit,2010,201005,11631,6161,19.89,88.78,5949
Fluggäste,Transit,2010,201006,10148,4969,-12.75,104.23,6381
Fluggäste,Transit,2010,201007,13260,5995,30.67,121.18,6986
Fluggäste,Transit,2010,201008,14610,7677,10.18,90.31,7564
Fluggäste,Transit,2010,201009,13669,7104,-6.44,92.41,8111
Fluggäste,Transit,2010,201010,10480,3167,-23.33,230.91,8721
Fluggäste,Transit,2010,201011,7652,2137,-26.98,258.07,9180
Fluggäste,Transit,2010,201012,16139,3329,110.91,384.8,10248
Fluggäste,Transit,2009,Summe,52276,54672,,-4.38,
Fluggäste,Transit,2009,200901,3284,4374,76.18,-24.92,4465
Fluggäste,Transit,2009,200902,2761,3807,-15.93,-27.48,4378
Fluggäste,Transit,2009,200903,2945,3543,6.66,-16.88,4328
Fluggäste,Transit,2009,200904,2747,4207,-6.72,-34.7,4207
Fluggäste,Transit,2009,200905,6161,5570,124.28,10.61,4256
Fluggäste,Transit,2009,200906,4969,4007,-19.35,24.01,4336
Fluggäste,Transit,2009,200907,5995,3647,20.65,64.38,4532
Fluggäste,Transit,2009,200908,7677,10685,28.06,-28.15,4281
Fluggäste,Transit,2009,200909,7104,6514,-7.46,9.06,4330
Fluggäste,Transit,2009,200910,3167,4176,-55.42,-24.16,4246
Fluggäste,Transit,2009,200911,2137,2278,-32.52,-6.19,4234
Fluggäste,Transit,2009,200912,3329,1864,55.78,78.59,4356
Fluggäste,Transit,2008,Summe,54672,66262,,-17.49,
Fluggäste,Transit,2008,200801,4374,3531,-4.66,23.87,5592
Fluggäste,Transit,2008,200802,3807,3249,-12.96,17.17,5639
Fluggäste,Transit,2008,200803,3543,3649,-6.93,-2.9,5630
Fluggäste,Transit,2008,200804,4207,4177,18.74,0.72,5632
Fluggäste,Transit,2008,200805,5570,7041,32.4,-20.89,5510
Fluggäste,Transit,2008,200806,4007,8790,-28.06,-54.41,5111
Fluggäste,Transit,2008,200807,3647,5843,-8.98,-37.58,4928
Fluggäste,Transit,2008,200808,10685,7800,192.98,36.99,5169
Fluggäste,Transit,2008,200809,6514,6497,-39.04,0.26,5170
Fluggäste,Transit,2008,200810,4176,6858,-35.89,-39.11,4946
Fluggäste,Transit,2008,200811,2278,4239,-45.45,-46.26,4783
Fluggäste,Transit,2008,200812,1864,4588,-18.17,-59.37,4556
Fluggäste,Transit,2007,Summe,66262,78168,,-15.23,
Fluggäste,Transit,2007,200701,3531,6375,-15.34,-44.61,6277
Fluggäste,Transit,2007,200702,3249,5955,-7.99,-45.44,6052
Fluggäste,Transit,2007,200703,3649,4372,12.31,-16.54,5991
Fluggäste,Transit,2007,200704,4177,4504,14.47,-7.26,5964
Fluggäste,Transit,2007,200705,7041,6463,68.57,8.94,6012
Fluggäste,Transit,2007,200706,8790,9185,24.84,-4.3,5979
Fluggäste,Transit,2007,200707,5843,6772,-33.53,-13.72,5902
Fluggäste,Transit,2007,200708,7800,10255,33.49,-23.94,5697
Fluggäste,Transit,2007,200709,6497,9742,-16.71,-33.31,5427
Fluggäste,Transit,2007,200710,6858,6824,5.56,0.5,5430
Fluggäste,Transit,2007,200711,4239,3550,-38.19,19.41,5487
Fluggäste,Transit,2007,200712,4588,4171,8.23,10,5522
Fluggäste,Transit,2006,Summe,78168,115503,,-32.32,
Fluggäste,Transit,2006,200601,6375,10015,14.17,-36.35,9322
Fluggäste,Transit,2006,200602,5955,12178,-6.59,-51.1,8803
Fluggäste,Transit,2006,200603,4372,9103,-26.58,-51.97,8409
Fluggäste,Transit,2006,200604,4504,8649,3.02,-47.92,8064
Fluggäste,Transit,2006,200605,6463,9970,43.49,-35.18,7771
Fluggäste,Transit,2006,200606,9185,7156,42.12,28.35,7941
Fluggäste,Transit,2006,200607,6772,10424,-26.27,-35.03,7636
Fluggäste,Transit,2006,200608,10255,12950,51.43,-20.81,7412
Fluggäste,Transit,2006,200609,9742,12942,-5,-24.73,7145
Fluggäste,Transit,2006,200610,6824,10071,-29.95,-32.24,6874
Fluggäste,Transit,2006,200611,3550,6461,-47.98,-45.05,6632
Fluggäste,Transit,2006,200612,4171,5584,17.49,-25.3,6514
Fluggäste,Transit,2005,Summe,115503,148233,,-22.08,
Fluggäste,Transit,2005,200501,10015,9462,16.43,5.84,12399
Fluggäste,Transit,2005,200502,12178,9567,21.6,27.29,12616
Fluggäste,Transit,2005,200503,9103,11646,-25.25,-21.84,12405
Fluggäste,Transit,2005,200504,8649,8988,-4.99,-3.77,12376
Fluggäste,Transit,2005,200505,9970,10763,15.27,-7.37,12310
Fluggäste,Transit,2005,200506,7156,16951,-28.22,-57.78,11494
Fluggäste,Transit,2005,200507,10424,17867,45.67,-41.66,10874
Fluggäste,Transit,2005,200508,12950,17749,24.23,-27.04,10474
Fluggäste,Transit,2005,200509,12942,16052,-0.06,-19.37,10215
Fluggäste,Transit,2005,200510,10071,10180,-22.18,-1.07,10206
Fluggäste,Transit,2005,200511,6461,10406,-35.85,-37.91,9877
Fluggäste,Transit,2005,200512,5584,8602,-13.57,-35.08,9625
Fluggäste,Transit,2004,Summe,148233,179846,,-17.58,
Fluggäste,Transit,2004,200401,9462,11760,40.57,-19.54,14796
Fluggäste,Transit,2004,200402,9567,15190,1.11,-37.02,14327
Fluggäste,Transit,2004,200403,11646,16791,21.73,-30.64,13898
Fluggäste,Transit,2004,200404,8988,14798,-22.82,-39.26,13414
Fluggäste,Transit,2004,200405,10763,16125,19.75,-33.25,12967
Fluggäste,Transit,2004,200406,16951,20105,57.49,-15.69,12705
Fluggäste,Transit,2004,200407,17867,19049,5.4,-6.21,12606
Fluggäste,Transit,2004,200408,17749,15700,-0.66,13.05,12777
Fluggäste,Transit,2004,200409,16052,18285,-9.56,-12.21,12591
Fluggäste,Transit,2004,200410,10180,16955,-36.58,-39.96,12026
Fluggäste,Transit,2004,200411,10406,8357,2.22,24.52,12197
Fluggäste,Transit,2004,200412,8602,6731,-17.34,27.8,12353
Fluggäste,Transit,2003,Summe,179846,204895,,-12.23,
Fluggäste,Transit,2003,200301,11760,9882,17.52,19,17231
Fluggäste,Transit,2003,200302,15190,13788,29.17,10.17,17348
Fluggäste,Transit,2003,200303,16791,13447,10.54,24.87,17627
Fluggäste,Transit,2003,200304,14798,14666,-11.87,0.9,17638
