"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,66","","","","","","","","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,62","","","","","","","","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,74","","","","","","","","","","","2010","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,01","","","","","","","","","","","2010","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,87","","","","","","","","","","","2010","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","85,02","","","","","","","","","","","2010","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,83","","","","","","","","","","","2010","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,55","","","","","","","","","","","2010","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,27","","","","","","","","","","","2010","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,66","","","","","","","","","","","2010","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,66","","","","","","","","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,05","","","","","","","","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,86","","","","","","","","","","","2010","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","78,61","","","","","","","","","","","2010","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,35","","","","","","","","","","","2010","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","86,6","","","","","","","","","","","2010","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,82","","","","","","","","","","","2010","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,08","","","","","","","","","","","2010","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,55","","","","","","","","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,59","","","","","","","","","","","2010","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,32","","","","","","","","","","","2010","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,17","","","","","","","","","","","2010","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,98","","","","","","","","","","","2010","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","79,9","","","","","","","","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,38","","","","","","","","","","","2010","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,35","","","","","","","","","","","2010","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","90,6","","","","","","","","","","","2010","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,63","","","","","","","","","","","2010","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,36","","","","","","","","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,49","","","","","","","","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","71,05","","","","","","","","","","","2010","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","73,17","","","","","","","","","","","2010","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,8","","","","","","","","","","","2010","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","84,87","","","","","","","","","","","2010","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,27","","","","","","","","","","","2010","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,77","","","","","","","","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,83","","","","","","","","","","","2010","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,96","","","","","","","","","","","2010","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,94","","","","","","","","","","","2010","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,68","","","","","","","","","","","2010","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,55","","","","","","","","","","","2010","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,23","","","","","","","","","","","2010","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,43","","","","","","","","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,85","","","","","","","","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,24","","","","","","","","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,94","","","","","","","","","","","2010","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,38","","","","","","","","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,17","","","","","","","","","","","2010","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,38","","","","","","","","","","","2010","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","87,1","","","","","","","","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,12","","","","","","","","","","","2010","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,73","","","","","","","","","","","2010","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,59","","","","","","","","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","81,88","","","","","","","","","","","2010","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,16","","","","","","","","","","","2010","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,47","","","","","","","","","","","2010","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,32","","","","","","","","","","","2010","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","78,26","","","","","","","","","","","2010","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,4","","","","","","","","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,82","","","","","","","","","","","2010","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,82","","","","","","","","","","","2010","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,79","","","","","","","","","","","2010","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","87,5","","","","","","","","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,87","","","","","","","","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,05","","","","","","","","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","85,59","","","","","","","","","","","2010","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,02","","","","","","","","","","","2010","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,2","","","","","","","","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,48","","","","","","","","","","","2010","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","65,69","","","","","","","","","","","2010","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","78,9","","","","","","","","","","","2010","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,18","","","","","","","","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,15","","","","","","","","","","","2010","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,93","","","","","","","","","","","2010","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,95","","","","","","","","","","","2010","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","73,11","","","","","","","","","","","2010","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,18","","","","","","","","","","","2010","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,06","","","","","","","","","","","2010","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,8","","","","","","","","","","","2010","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","82","","","","","","","","","","","2010","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,84","","","","","","","","","","","2010","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,82","","","","","","","","","","","2010","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,48","","","","","","","","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","81,84","","","","","","","","","","","2010","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,46","","","","","","","","","","","2010","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,15","","","","","","","","","","","2010","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,49","","","","","","","","","","","2010","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,67","","","","","","","","","","","2010","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,12","","","","","","","","","","","2010","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,92","","","","","","","","","","","2010","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,81","","","","","","","","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,25","","","","","","","","","","","2010","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,76","","","","","","","","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","81,47","","","","","","","","","","","2010","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,51","","","","","","","","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,73","","","","","","","","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","87,15","","","","","","","","","","","2010","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,93","","","","","","","","","","","2010","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,01","","","","","","","","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,36","","","","","","","","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,78","","","","","","","","","","","2010","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,13","","","","","","","","","","","2010","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,19","","","","","","","","","","","2010","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,78","","","","","","","","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,76","","","","","","","","","","","2010","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,04","","","","","","","","","","","2010","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,33","","","","","","","","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,59","","","","","","","","","","","2010","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,06","","","","","","","","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","81,24","","","","","","","","","","","2010","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,56","","","","","","","","","","","2010","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,26","","","","","","","","","","","2010","Stadtbezirk","7","07 Sendling - Westpark"
